"Date"	"SeriesID"	"value"	"Description"	"Adjustment"
1978-01-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-02-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-03-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-04-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-05-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-06-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-07-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-08-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-09-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-10-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-11-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1978-12-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-01-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-02-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-03-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-04-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-05-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-06-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-07-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-08-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-09-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-10-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-11-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1979-12-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-01-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-02-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-03-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-04-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-05-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-06-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-07-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-08-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-09-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-10-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-11-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1980-12-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-01-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-02-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-03-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-04-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-05-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-06-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-07-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-08-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-09-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-10-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-11-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1981-12-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-01-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-02-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-03-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-04-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-05-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-06-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-07-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-08-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-09-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-10-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-11-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1982-12-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-01-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-02-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-03-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-04-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-05-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-06-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-07-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-08-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-09-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-10-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-11-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1983-12-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-01-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-02-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-03-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-04-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-05-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-06-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-07-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-08-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-09-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-10-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-11-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1984-12-01	"A2413073L"	0	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-01-01	"A2413073L"	57859000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-02-01	"A2413073L"	61885000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-03-01	"A2413073L"	65978000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-04-01	"A2413073L"	70666000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-05-01	"A2413073L"	75515000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-06-01	"A2413073L"	79608000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-07-01	"A2413073L"	81656000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-08-01	"A2413073L"	80694000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-09-01	"A2413073L"	77402000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-10-01	"A2413073L"	72915000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-11-01	"A2413073L"	68511000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1985-12-01	"A2413073L"	65521000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-01-01	"A2413073L"	64192000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-02-01	"A2413073L"	63418000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-03-01	"A2413073L"	62448000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-04-01	"A2413073L"	60563000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-05-01	"A2413073L"	58756000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-06-01	"A2413073L"	58129000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-07-01	"A2413073L"	59118000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-08-01	"A2413073L"	61204000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-09-01	"A2413073L"	62918000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-10-01	"A2413073L"	63380000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-11-01	"A2413073L"	62269000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1986-12-01	"A2413073L"	59872000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-01-01	"A2413073L"	57139000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-02-01	"A2413073L"	58186000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-03-01	"A2413073L"	64194000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-04-01	"A2413073L"	73105000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-05-01	"A2413073L"	82514000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-06-01	"A2413073L"	90967000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-07-01	"A2413073L"	99846000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-08-01	"A2413073L"	110484000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-09-01	"A2413073L"	123403000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-10-01	"A2413073L"	137837000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-11-01	"A2413073L"	151574000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1987-12-01	"A2413073L"	162683000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-01-01	"A2413073L"	174125000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-02-01	"A2413073L"	186739000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-03-01	"A2413073L"	202362000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-04-01	"A2413073L"	224938000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-05-01	"A2413073L"	253160000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-06-01	"A2413073L"	281794000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-07-01	"A2413073L"	308155000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-08-01	"A2413073L"	333182000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-09-01	"A2413073L"	362830000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-10-01	"A2413073L"	402635000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-11-01	"A2413073L"	452895000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1988-12-01	"A2413073L"	508232000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-01-01	"A2413073L"	552540000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-02-01	"A2413073L"	571907000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-03-01	"A2413073L"	560318000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-04-01	"A2413073L"	517680000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-05-01	"A2413073L"	455889000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-06-01	"A2413073L"	393959000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-07-01	"A2413073L"	346423000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-08-01	"A2413073L"	319965000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-09-01	"A2413073L"	315011000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-10-01	"A2413073L"	323383000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-11-01	"A2413073L"	337339000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1989-12-01	"A2413073L"	351455000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-01-01	"A2413073L"	363068000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-02-01	"A2413073L"	370902000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-03-01	"A2413073L"	372978000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-04-01	"A2413073L"	370428000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-05-01	"A2413073L"	363477000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-06-01	"A2413073L"	353543000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-07-01	"A2413073L"	339895000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-08-01	"A2413073L"	327155000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-09-01	"A2413073L"	315141000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-10-01	"A2413073L"	305623000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-11-01	"A2413073L"	294556000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1990-12-01	"A2413073L"	281230000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-01-01	"A2413073L"	275131000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-02-01	"A2413073L"	278130000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-03-01	"A2413073L"	287612000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-04-01	"A2413073L"	300286000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-05-01	"A2413073L"	313024000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-06-01	"A2413073L"	323626000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-07-01	"A2413073L"	331844000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-08-01	"A2413073L"	119195000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-09-01	"A2413073L"	120844000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-10-01	"A2413073L"	123186000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-11-01	"A2413073L"	125290000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1991-12-01	"A2413073L"	126746000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-01-01	"A2413073L"	127532000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-02-01	"A2413073L"	130735000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-03-01	"A2413073L"	138386000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-04-01	"A2413073L"	149051000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-05-01	"A2413073L"	162020000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-06-01	"A2413073L"	175144000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-07-01	"A2413073L"	185616000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-08-01	"A2413073L"	191006000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-09-01	"A2413073L"	190262000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-10-01	"A2413073L"	185176000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-11-01	"A2413073L"	179581000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1992-12-01	"A2413073L"	176050000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-01-01	"A2413073L"	175796000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-02-01	"A2413073L"	179524000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-03-01	"A2413073L"	187117000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-04-01	"A2413073L"	198023000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-05-01	"A2413073L"	209665000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-06-01	"A2413073L"	221441000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-07-01	"A2413073L"	233562000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-08-01	"A2413073L"	246294000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-09-01	"A2413073L"	259984000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-10-01	"A2413073L"	274222000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-11-01	"A2413073L"	287750000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1993-12-01	"A2413073L"	299828000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-01-01	"A2413073L"	309703000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-02-01	"A2413073L"	316205000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-03-01	"A2413073L"	319035000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-04-01	"A2413073L"	318486000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-05-01	"A2413073L"	316731000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-06-01	"A2413073L"	315206000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-07-01	"A2413073L"	313759000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-08-01	"A2413073L"	312258000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-09-01	"A2413073L"	309378000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-10-01	"A2413073L"	304114000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-11-01	"A2413073L"	296001000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1994-12-01	"A2413073L"	286667000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-01-01	"A2413073L"	276995000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-02-01	"A2413073L"	268427000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-03-01	"A2413073L"	262584000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-04-01	"A2413073L"	260302000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-05-01	"A2413073L"	260885000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-06-01	"A2413073L"	262063000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-07-01	"A2413073L"	263166000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-08-01	"A2413073L"	263757000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-09-01	"A2413073L"	264186000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-10-01	"A2413073L"	264801000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-11-01	"A2413073L"	266722000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1995-12-01	"A2413073L"	268858000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-01-01	"A2413073L"	269464000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-02-01	"A2413073L"	267366000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-03-01	"A2413073L"	261128000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-04-01	"A2413073L"	250567000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-05-01	"A2413073L"	237681000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-06-01	"A2413073L"	227346000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-07-01	"A2413073L"	220657000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-08-01	"A2413073L"	220545000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-09-01	"A2413073L"	228751000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-10-01	"A2413073L"	243454000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-11-01	"A2413073L"	260083000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1996-12-01	"A2413073L"	275025000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-01-01	"A2413073L"	286301000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-02-01	"A2413073L"	292199000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-03-01	"A2413073L"	292953000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-04-01	"A2413073L"	289399000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-05-01	"A2413073L"	284652000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-06-01	"A2413073L"	280720000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-07-01	"A2413073L"	277081000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-08-01	"A2413073L"	274977000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-09-01	"A2413073L"	275167000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-10-01	"A2413073L"	280486000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-11-01	"A2413073L"	288749000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1997-12-01	"A2413073L"	295517000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-01-01	"A2413073L"	298500000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-02-01	"A2413073L"	298340000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-03-01	"A2413073L"	297172000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-04-01	"A2413073L"	297553000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-05-01	"A2413073L"	299802000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-06-01	"A2413073L"	301757000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-07-01	"A2413073L"	301782000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-08-01	"A2413073L"	296102000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-09-01	"A2413073L"	282037000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-10-01	"A2413073L"	263963000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-11-01	"A2413073L"	248278000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1998-12-01	"A2413073L"	239468000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-01-01	"A2413073L"	237653000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-02-01	"A2413073L"	240129000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-03-01	"A2413073L"	244905000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-04-01	"A2413073L"	250839000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-05-01	"A2413073L"	257244000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-06-01	"A2413073L"	265160000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-07-01	"A2413073L"	274160000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-08-01	"A2413073L"	282693000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-09-01	"A2413073L"	290527000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-10-01	"A2413073L"	296561000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-11-01	"A2413073L"	299880000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
1999-12-01	"A2413073L"	299382000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-01-01	"A2413073L"	297078000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-02-01	"A2413073L"	294031000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-03-01	"A2413073L"	289244000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-04-01	"A2413073L"	279504000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-05-01	"A2413073L"	263338000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-06-01	"A2413073L"	242521000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-07-01	"A2413073L"	221901000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-08-01	"A2413073L"	206914000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-09-01	"A2413073L"	199460000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-10-01	"A2413073L"	198878000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-11-01	"A2413073L"	203806000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2000-12-01	"A2413073L"	210566000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-01-01	"A2413073L"	216683000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-02-01	"A2413073L"	219832000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-03-01	"A2413073L"	225667000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-04-01	"A2413073L"	237319000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-05-01	"A2413073L"	254073000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-06-01	"A2413073L"	270447000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-07-01	"A2413073L"	280821000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-08-01	"A2413073L"	285288000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-09-01	"A2413073L"	287477000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-10-01	"A2413073L"	291979000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-11-01	"A2413073L"	300429000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2001-12-01	"A2413073L"	313723000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2002-01-01	"A2413073L"	329725000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2002-02-01	"A2413073L"	345084000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2002-03-01	"A2413073L"	355756000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2002-04-01	"A2413073L"	360504000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2002-05-01	"A2413073L"	364811000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
2002-06-01	"A2413073L"	369956000	"Investment housing - Purchase for rent or resale by others ;"	"Trend"
